m_id,n,ns_per_op,bed_setup,it_setup,sr_setup,ir_setup,bed_pos,it_pos,sr_pos,ir_pos,b_name
1,499420,2401.0,5,5,3,3,1,1,1,1,BenchmarkScanComments/1kValidUtf8
2,468777,2400.0,5,5,3,3,2,1,1,1,BenchmarkScanComments/1kValidUtf8
3,499612,2399.0,5,5,3,3,3,1,1,1,BenchmarkScanComments/1kValidUtf8
4,501866,2404.0,5,5,3,3,4,1,1,1,BenchmarkScanComments/1kValidUtf8
5,500673,2402.0,5,5,3,3,5,1,1,1,BenchmarkScanComments/1kValidUtf8
6,497310,2405.0,5,5,3,3,1,2,1,1,BenchmarkScanComments/1kValidUtf8
7,497374,2400.0,5,5,3,3,2,2,1,1,BenchmarkScanComments/1kValidUtf8
8,501908,2397.0,5,5,3,3,3,2,1,1,BenchmarkScanComments/1kValidUtf8
9,499338,2401.0,5,5,3,3,4,2,1,1,BenchmarkScanComments/1kValidUtf8
10,500338,2399.0,5,5,3,3,5,2,1,1,BenchmarkScanComments/1kValidUtf8
11,499456,2398.0,5,5,3,3,1,3,1,1,BenchmarkScanComments/1kValidUtf8
12,499717,2396.0,5,5,3,3,2,3,1,1,BenchmarkScanComments/1kValidUtf8
13,500629,2399.0,5,5,3,3,3,3,1,1,BenchmarkScanComments/1kValidUtf8
14,499143,2400.0,5,5,3,3,4,3,1,1,BenchmarkScanComments/1kValidUtf8
15,501716,2400.0,5,5,3,3,5,3,1,1,BenchmarkScanComments/1kValidUtf8
16,496881,2397.0,5,5,3,3,1,4,1,1,BenchmarkScanComments/1kValidUtf8
17,497553,2394.0,5,5,3,3,2,4,1,1,BenchmarkScanComments/1kValidUtf8
18,502546,2399.0,5,5,3,3,3,4,1,1,BenchmarkScanComments/1kValidUtf8
19,498667,2403.0,5,5,3,3,4,4,1,1,BenchmarkScanComments/1kValidUtf8
20,499698,2394.0,5,5,3,3,5,4,1,1,BenchmarkScanComments/1kValidUtf8
21,499250,2405.0,5,5,3,3,1,5,1,1,BenchmarkScanComments/1kValidUtf8
22,498643,2399.0,5,5,3,3,2,5,1,1,BenchmarkScanComments/1kValidUtf8
23,497678,2398.0,5,5,3,3,3,5,1,1,BenchmarkScanComments/1kValidUtf8
24,499125,2396.0,5,5,3,3,4,5,1,1,BenchmarkScanComments/1kValidUtf8
25,497312,2398.0,5,5,3,3,5,5,1,1,BenchmarkScanComments/1kValidUtf8
26,501064,2398.0,5,5,3,3,1,1,2,1,BenchmarkScanComments/1kValidUtf8
27,498652,2398.0,5,5,3,3,2,1,2,1,BenchmarkScanComments/1kValidUtf8
28,498610,2394.0,5,5,3,3,3,1,2,1,BenchmarkScanComments/1kValidUtf8
29,496528,2398.0,5,5,3,3,4,1,2,1,BenchmarkScanComments/1kValidUtf8
30,498187,2397.0,5,5,3,3,5,1,2,1,BenchmarkScanComments/1kValidUtf8
31,499548,2405.0,5,5,3,3,1,2,2,1,BenchmarkScanComments/1kValidUtf8
32,499588,2400.0,5,5,3,3,2,2,2,1,BenchmarkScanComments/1kValidUtf8
33,499584,2399.0,5,5,3,3,3,2,2,1,BenchmarkScanComments/1kValidUtf8
34,501366,2397.0,5,5,3,3,4,2,2,1,BenchmarkScanComments/1kValidUtf8
35,496197,2412.0,5,5,3,3,5,2,2,1,BenchmarkScanComments/1kValidUtf8
36,497424,2397.0,5,5,3,3,1,3,2,1,BenchmarkScanComments/1kValidUtf8
37,500703,2399.0,5,5,3,3,2,3,2,1,BenchmarkScanComments/1kValidUtf8
38,499459,2399.0,5,5,3,3,3,3,2,1,BenchmarkScanComments/1kValidUtf8
39,499503,2396.0,5,5,3,3,4,3,2,1,BenchmarkScanComments/1kValidUtf8
40,499338,2397.0,5,5,3,3,5,3,2,1,BenchmarkScanComments/1kValidUtf8
41,499480,2399.0,5,5,3,3,1,4,2,1,BenchmarkScanComments/1kValidUtf8
42,500113,2396.0,5,5,3,3,2,4,2,1,BenchmarkScanComments/1kValidUtf8
43,499387,2398.0,5,5,3,3,3,4,2,1,BenchmarkScanComments/1kValidUtf8
44,502546,2399.0,5,5,3,3,4,4,2,1,BenchmarkScanComments/1kValidUtf8
45,499040,2397.0,5,5,3,3,5,4,2,1,BenchmarkScanComments/1kValidUtf8
46,499690,2400.0,5,5,3,3,1,5,2,1,BenchmarkScanComments/1kValidUtf8
47,500067,2399.0,5,5,3,3,2,5,2,1,BenchmarkScanComments/1kValidUtf8
48,496904,2398.0,5,5,3,3,3,5,2,1,BenchmarkScanComments/1kValidUtf8
49,500780,2399.0,5,5,3,3,4,5,2,1,BenchmarkScanComments/1kValidUtf8
50,497656,2396.0,5,5,3,3,5,5,2,1,BenchmarkScanComments/1kValidUtf8
51,504050,2400.0,5,5,3,3,1,1,3,1,BenchmarkScanComments/1kValidUtf8
52,500470,2399.0,5,5,3,3,2,1,3,1,BenchmarkScanComments/1kValidUtf8
53,498429,2406.0,5,5,3,3,3,1,3,1,BenchmarkScanComments/1kValidUtf8
54,499752,2401.0,5,5,3,3,4,1,3,1,BenchmarkScanComments/1kValidUtf8
55,497707,2400.0,5,5,3,3,5,1,3,1,BenchmarkScanComments/1kValidUtf8
56,497869,2396.0,5,5,3,3,1,2,3,1,BenchmarkScanComments/1kValidUtf8
57,499564,2400.0,5,5,3,3,2,2,3,1,BenchmarkScanComments/1kValidUtf8
58,499269,2398.0,5,5,3,3,3,2,3,1,BenchmarkScanComments/1kValidUtf8
59,497228,2396.0,5,5,3,3,4,2,3,1,BenchmarkScanComments/1kValidUtf8
60,472072,2397.0,5,5,3,3,5,2,3,1,BenchmarkScanComments/1kValidUtf8
61,497874,2398.0,5,5,3,3,1,3,3,1,BenchmarkScanComments/1kValidUtf8
62,497094,2398.0,5,5,3,3,2,3,3,1,BenchmarkScanComments/1kValidUtf8
63,499827,2399.0,5,5,3,3,3,3,3,1,BenchmarkScanComments/1kValidUtf8
64,498241,2400.0,5,5,3,3,4,3,3,1,BenchmarkScanComments/1kValidUtf8
65,499218,2400.0,5,5,3,3,5,3,3,1,BenchmarkScanComments/1kValidUtf8
66,499063,2404.0,5,5,3,3,1,4,3,1,BenchmarkScanComments/1kValidUtf8
67,497091,2401.0,5,5,3,3,2,4,3,1,BenchmarkScanComments/1kValidUtf8
68,500221,2398.0,5,5,3,3,3,4,3,1,BenchmarkScanComments/1kValidUtf8
69,498294,2399.0,5,5,3,3,4,4,3,1,BenchmarkScanComments/1kValidUtf8
70,499974,2402.0,5,5,3,3,5,4,3,1,BenchmarkScanComments/1kValidUtf8
71,499020,2398.0,5,5,3,3,1,5,3,1,BenchmarkScanComments/1kValidUtf8
72,497750,2405.0,5,5,3,3,2,5,3,1,BenchmarkScanComments/1kValidUtf8
73,498708,2399.0,5,5,3,3,3,5,3,1,BenchmarkScanComments/1kValidUtf8
74,499692,2404.0,5,5,3,3,4,5,3,1,BenchmarkScanComments/1kValidUtf8
75,499837,2400.0,5,5,3,3,5,5,3,1,BenchmarkScanComments/1kValidUtf8
76,517,2317947.0,5,5,3,3,1,1,1,1,BenchmarkScanComments/1MValidUtf8
77,518,2314258.0,5,5,3,3,2,1,1,1,BenchmarkScanComments/1MValidUtf8
78,517,2315614.0,5,5,3,3,3,1,1,1,BenchmarkScanComments/1MValidUtf8
79,517,2313348.0,5,5,3,3,4,1,1,1,BenchmarkScanComments/1MValidUtf8
80,517,2315574.0,5,5,3,3,5,1,1,1,BenchmarkScanComments/1MValidUtf8
81,517,2314145.0,5,5,3,3,1,2,1,1,BenchmarkScanComments/1MValidUtf8
82,511,2317139.0,5,5,3,3,2,2,1,1,BenchmarkScanComments/1MValidUtf8
83,516,2319807.0,5,5,3,3,3,2,1,1,BenchmarkScanComments/1MValidUtf8
84,517,2317338.0,5,5,3,3,4,2,1,1,BenchmarkScanComments/1MValidUtf8
85,517,2316955.0,5,5,3,3,5,2,1,1,BenchmarkScanComments/1MValidUtf8
86,517,2318063.0,5,5,3,3,1,3,1,1,BenchmarkScanComments/1MValidUtf8
87,517,2315608.0,5,5,3,3,2,3,1,1,BenchmarkScanComments/1MValidUtf8
88,516,2319431.0,5,5,3,3,3,3,1,1,BenchmarkScanComments/1MValidUtf8
89,517,2318454.0,5,5,3,3,4,3,1,1,BenchmarkScanComments/1MValidUtf8
90,490,2315587.0,5,5,3,3,5,3,1,1,BenchmarkScanComments/1MValidUtf8
91,517,2315264.0,5,5,3,3,1,4,1,1,BenchmarkScanComments/1MValidUtf8
92,517,2315240.0,5,5,3,3,2,4,1,1,BenchmarkScanComments/1MValidUtf8
93,517,2315506.0,5,5,3,3,3,4,1,1,BenchmarkScanComments/1MValidUtf8
94,517,2316353.0,5,5,3,3,4,4,1,1,BenchmarkScanComments/1MValidUtf8
95,516,2317211.0,5,5,3,3,5,4,1,1,BenchmarkScanComments/1MValidUtf8
96,516,2316426.0,5,5,3,3,1,5,1,1,BenchmarkScanComments/1MValidUtf8
97,516,2320736.0,5,5,3,3,2,5,1,1,BenchmarkScanComments/1MValidUtf8
98,516,2318838.0,5,5,3,3,3,5,1,1,BenchmarkScanComments/1MValidUtf8
99,516,2317783.0,5,5,3,3,4,5,1,1,BenchmarkScanComments/1MValidUtf8
100,516,2316365.0,5,5,3,3,5,5,1,1,BenchmarkScanComments/1MValidUtf8
101,517,2317873.0,5,5,3,3,1,1,2,1,BenchmarkScanComments/1MValidUtf8
102,516,2316517.0,5,5,3,3,2,1,2,1,BenchmarkScanComments/1MValidUtf8
103,517,2317631.0,5,5,3,3,3,1,2,1,BenchmarkScanComments/1MValidUtf8
104,516,2316663.0,5,5,3,3,4,1,2,1,BenchmarkScanComments/1MValidUtf8
105,516,2316912.0,5,5,3,3,5,1,2,1,BenchmarkScanComments/1MValidUtf8
106,517,2317251.0,5,5,3,3,1,2,2,1,BenchmarkScanComments/1MValidUtf8
107,516,2317182.0,5,5,3,3,2,2,2,1,BenchmarkScanComments/1MValidUtf8
108,517,2318743.0,5,5,3,3,3,2,2,1,BenchmarkScanComments/1MValidUtf8
109,517,2316933.0,5,5,3,3,4,2,2,1,BenchmarkScanComments/1MValidUtf8
110,517,2320072.0,5,5,3,3,5,2,2,1,BenchmarkScanComments/1MValidUtf8
111,518,2319135.0,5,5,3,3,1,3,2,1,BenchmarkScanComments/1MValidUtf8
112,517,2314866.0,5,5,3,3,2,3,2,1,BenchmarkScanComments/1MValidUtf8
113,518,2316011.0,5,5,3,3,3,3,2,1,BenchmarkScanComments/1MValidUtf8
114,514,2316417.0,5,5,3,3,4,3,2,1,BenchmarkScanComments/1MValidUtf8
115,517,2320229.0,5,5,3,3,5,3,2,1,BenchmarkScanComments/1MValidUtf8
116,516,2316490.0,5,5,3,3,1,4,2,1,BenchmarkScanComments/1MValidUtf8
117,517,2316097.0,5,5,3,3,2,4,2,1,BenchmarkScanComments/1MValidUtf8
118,517,2318064.0,5,5,3,3,3,4,2,1,BenchmarkScanComments/1MValidUtf8
119,517,2314660.0,5,5,3,3,4,4,2,1,BenchmarkScanComments/1MValidUtf8
120,517,2317482.0,5,5,3,3,5,4,2,1,BenchmarkScanComments/1MValidUtf8
121,517,2320251.0,5,5,3,3,1,5,2,1,BenchmarkScanComments/1MValidUtf8
122,518,2314984.0,5,5,3,3,2,5,2,1,BenchmarkScanComments/1MValidUtf8
123,514,2317953.0,5,5,3,3,3,5,2,1,BenchmarkScanComments/1MValidUtf8
124,516,2315815.0,5,5,3,3,4,5,2,1,BenchmarkScanComments/1MValidUtf8
125,517,2316283.0,5,5,3,3,5,5,2,1,BenchmarkScanComments/1MValidUtf8
126,518,2314980.0,5,5,3,3,1,1,3,1,BenchmarkScanComments/1MValidUtf8
127,516,2313256.0,5,5,3,3,2,1,3,1,BenchmarkScanComments/1MValidUtf8
128,516,2313219.0,5,5,3,3,3,1,3,1,BenchmarkScanComments/1MValidUtf8
129,518,2312370.0,5,5,3,3,4,1,3,1,BenchmarkScanComments/1MValidUtf8
130,518,2314249.0,5,5,3,3,5,1,3,1,BenchmarkScanComments/1MValidUtf8
131,510,2317345.0,5,5,3,3,1,2,3,1,BenchmarkScanComments/1MValidUtf8
132,517,2316881.0,5,5,3,3,2,2,3,1,BenchmarkScanComments/1MValidUtf8
133,518,2318334.0,5,5,3,3,3,2,3,1,BenchmarkScanComments/1MValidUtf8
134,517,2313743.0,5,5,3,3,4,2,3,1,BenchmarkScanComments/1MValidUtf8
135,517,2315582.0,5,5,3,3,5,2,3,1,BenchmarkScanComments/1MValidUtf8
136,518,2314560.0,5,5,3,3,1,3,3,1,BenchmarkScanComments/1MValidUtf8
137,518,2316318.0,5,5,3,3,2,3,3,1,BenchmarkScanComments/1MValidUtf8
138,518,2317372.0,5,5,3,3,3,3,3,1,BenchmarkScanComments/1MValidUtf8
139,517,2316799.0,5,5,3,3,4,3,3,1,BenchmarkScanComments/1MValidUtf8
140,517,2315104.0,5,5,3,3,5,3,3,1,BenchmarkScanComments/1MValidUtf8
