m_id,n,ns_per_op,bed_setup,it_setup,sr_setup,ir_setup,bed_pos,it_pos,sr_pos,ir_pos,b_name
1,2320,493767.0,5,5,3,3,1,1,1,1,BenchmarkParseText
2,2253,496011.0,5,5,3,3,2,1,1,1,BenchmarkParseText
3,2238,494516.0,5,5,3,3,3,1,1,1,BenchmarkParseText
4,2311,493480.0,5,5,3,3,4,1,1,1,BenchmarkParseText
5,2328,494706.0,5,5,3,3,5,1,1,1,BenchmarkParseText
6,2356,496467.0,5,5,3,3,1,2,1,1,BenchmarkParseText
7,2294,493652.0,5,5,3,3,2,2,1,1,BenchmarkParseText
8,2290,498032.0,5,5,3,3,3,2,1,1,BenchmarkParseText
9,2307,498476.0,5,5,3,3,4,2,1,1,BenchmarkParseText
10,2320,495479.0,5,5,3,3,5,2,1,1,BenchmarkParseText
11,2341,494671.0,5,5,3,3,1,3,1,1,BenchmarkParseText
12,2382,492343.0,5,5,3,3,2,3,1,1,BenchmarkParseText
13,2371,494955.0,5,5,3,3,3,3,1,1,BenchmarkParseText
14,2288,495262.0,5,5,3,3,4,3,1,1,BenchmarkParseText
15,2319,494391.0,5,5,3,3,5,3,1,1,BenchmarkParseText
16,2149,498585.0,5,5,3,3,1,4,1,1,BenchmarkParseText
17,2358,492012.0,5,5,3,3,2,4,1,1,BenchmarkParseText
18,2308,494736.0,5,5,3,3,3,4,1,1,BenchmarkParseText
19,2347,495370.0,5,5,3,3,4,4,1,1,BenchmarkParseText
20,2290,493649.0,5,5,3,3,5,4,1,1,BenchmarkParseText
21,2322,493092.0,5,5,3,3,1,5,1,1,BenchmarkParseText
22,2325,492854.0,5,5,3,3,2,5,1,1,BenchmarkParseText
23,2372,499249.0,5,5,3,3,3,5,1,1,BenchmarkParseText
24,2312,494061.0,5,5,3,3,4,5,1,1,BenchmarkParseText
25,2301,493931.0,5,5,3,3,5,5,1,1,BenchmarkParseText
26,2376,493464.0,5,5,3,3,1,1,2,1,BenchmarkParseText
27,2265,495162.0,5,5,3,3,2,1,2,1,BenchmarkParseText
28,2284,497313.0,5,5,3,3,3,1,2,1,BenchmarkParseText
29,2314,493538.0,5,5,3,3,4,1,2,1,BenchmarkParseText
30,2353,495078.0,5,5,3,3,5,1,2,1,BenchmarkParseText
31,2280,493114.0,5,5,3,3,1,2,2,1,BenchmarkParseText
32,2323,494847.0,5,5,3,3,2,2,2,1,BenchmarkParseText
33,2306,493363.0,5,5,3,3,3,2,2,1,BenchmarkParseText
34,2300,497754.0,5,5,3,3,4,2,2,1,BenchmarkParseText
35,2310,494491.0,5,5,3,3,5,2,2,1,BenchmarkParseText
36,2368,494859.0,5,5,3,3,1,3,2,1,BenchmarkParseText
37,2320,495421.0,5,5,3,3,2,3,2,1,BenchmarkParseText
38,2316,494715.0,5,5,3,3,3,3,2,1,BenchmarkParseText
39,2329,494861.0,5,5,3,3,4,3,2,1,BenchmarkParseText
40,2274,498821.0,5,5,3,3,5,3,2,1,BenchmarkParseText
41,2404,491766.0,5,5,3,3,1,4,2,1,BenchmarkParseText
42,2308,495306.0,5,5,3,3,2,4,2,1,BenchmarkParseText
43,2338,493238.0,5,5,3,3,3,4,2,1,BenchmarkParseText
44,2308,491768.0,5,5,3,3,4,4,2,1,BenchmarkParseText
45,2319,492941.0,5,5,3,3,5,4,2,1,BenchmarkParseText
46,2398,491882.0,5,5,3,3,1,5,2,1,BenchmarkParseText
47,2299,495092.0,5,5,3,3,2,5,2,1,BenchmarkParseText
48,2318,492255.0,5,5,3,3,3,5,2,1,BenchmarkParseText
49,2270,494522.0,5,5,3,3,4,5,2,1,BenchmarkParseText
50,2383,493150.0,5,5,3,3,5,5,2,1,BenchmarkParseText
51,2307,493322.0,5,5,3,3,1,1,3,1,BenchmarkParseText
52,2373,491913.0,5,5,3,3,2,1,3,1,BenchmarkParseText
53,2396,494687.0,5,5,3,3,3,1,3,1,BenchmarkParseText
54,2269,496844.0,5,5,3,3,4,1,3,1,BenchmarkParseText
55,2324,493201.0,5,5,3,3,5,1,3,1,BenchmarkParseText
56,2304,494775.0,5,5,3,3,1,2,3,1,BenchmarkParseText
57,2298,493586.0,5,5,3,3,2,2,3,1,BenchmarkParseText
58,2355,494461.0,5,5,3,3,3,2,3,1,BenchmarkParseText
59,2302,493855.0,5,5,3,3,4,2,3,1,BenchmarkParseText
60,2277,494907.0,5,5,3,3,5,2,3,1,BenchmarkParseText
61,2367,493548.0,5,5,3,3,1,3,3,1,BenchmarkParseText
62,2330,494981.0,5,5,3,3,2,3,3,1,BenchmarkParseText
63,2325,493037.0,5,5,3,3,3,3,3,1,BenchmarkParseText
64,2324,492757.0,5,5,3,3,4,3,3,1,BenchmarkParseText
65,2344,493272.0,5,5,3,3,5,3,3,1,BenchmarkParseText
66,2290,493828.0,5,5,3,3,1,4,3,1,BenchmarkParseText
67,2317,497122.0,5,5,3,3,2,4,3,1,BenchmarkParseText
68,2326,492927.0,5,5,3,3,3,4,3,1,BenchmarkParseText
69,2336,493878.0,5,5,3,3,4,4,3,1,BenchmarkParseText
70,2314,494881.0,5,5,3,3,5,4,3,1,BenchmarkParseText
71,2336,494414.0,5,5,3,3,1,5,3,1,BenchmarkParseText
72,2260,495164.0,5,5,3,3,2,5,3,1,BenchmarkParseText
73,2286,497495.0,5,5,3,3,3,5,3,1,BenchmarkParseText
74,2349,492731.0,5,5,3,3,4,5,3,1,BenchmarkParseText
75,2322,493693.0,5,5,3,3,5,5,3,1,BenchmarkParseText
76,2060,551818.0,5,5,3,3,1,1,1,1,BenchmarkParseTextGzip
77,2008,556096.0,5,5,3,3,2,1,1,1,BenchmarkParseTextGzip
78,2061,554053.0,5,5,3,3,3,1,1,1,BenchmarkParseTextGzip
79,2125,552521.0,5,5,3,3,4,1,1,1,BenchmarkParseTextGzip
80,2048,552786.0,5,5,3,3,5,1,1,1,BenchmarkParseTextGzip
81,2131,554066.0,5,5,3,3,1,2,1,1,BenchmarkParseTextGzip
82,2076,552053.0,5,5,3,3,2,2,1,1,BenchmarkParseTextGzip
83,2079,556799.0,5,5,3,3,3,2,1,1,BenchmarkParseTextGzip
84,2059,555938.0,5,5,3,3,4,2,1,1,BenchmarkParseTextGzip
85,2115,553095.0,5,5,3,3,5,2,1,1,BenchmarkParseTextGzip
86,2145,553816.0,5,5,3,3,1,3,1,1,BenchmarkParseTextGzip
87,2104,552548.0,5,5,3,3,2,3,1,1,BenchmarkParseTextGzip
88,2062,555792.0,5,5,3,3,3,3,1,1,BenchmarkParseTextGzip
89,2103,554060.0,5,5,3,3,4,3,1,1,BenchmarkParseTextGzip
90,2089,552563.0,5,5,3,3,5,3,1,1,BenchmarkParseTextGzip
91,2054,557669.0,5,5,3,3,1,4,1,1,BenchmarkParseTextGzip
92,2114,557776.0,5,5,3,3,2,4,1,1,BenchmarkParseTextGzip
93,2031,556781.0,5,5,3,3,3,4,1,1,BenchmarkParseTextGzip
94,2091,556585.0,5,5,3,3,4,4,1,1,BenchmarkParseTextGzip
95,2046,560463.0,5,5,3,3,5,4,1,1,BenchmarkParseTextGzip
96,2100,550569.0,5,5,3,3,1,5,1,1,BenchmarkParseTextGzip
97,2090,553656.0,5,5,3,3,2,5,1,1,BenchmarkParseTextGzip
98,2115,553719.0,5,5,3,3,3,5,1,1,BenchmarkParseTextGzip
99,2113,553321.0,5,5,3,3,4,5,1,1,BenchmarkParseTextGzip
100,2148,551293.0,5,5,3,3,5,5,1,1,BenchmarkParseTextGzip
101,2074,551237.0,5,5,3,3,1,1,2,1,BenchmarkParseTextGzip
102,2096,553805.0,5,5,3,3,2,1,2,1,BenchmarkParseTextGzip
